Timestamp,Temp,Hum,Gas,,
2026-03-06 17:58:46,30.12,69.09,180.63,,
2026-03-06 18:03:49,30.10,66.70,165.91,,
2026-03-06 18:08:49,29.57,66.78,178.20,,
2026-03-06 18:13:53,30.06,67.17,192.47,,
2026-03-06 18:18:53,30.09,65.26,175.28,,
2026-03-06 18:24:00,30.19,67.88,177.90,,
2026-03-06 18:29:07,29.56,66.56,172.73,,
2026-03-06 18:34:11,30.04,65.08,190.89,,
2026-03-06 18:39:12,29.96,64.66,187.06,,
2026-03-06 18:44:13,29.71,65.78,174.08,,
2026-03-06 18:49:15,29.59,67.36,183.83,,
2026-03-06 18:54:18,29.88,66.18,166.12,,
2026-03-06 18:59:21,29.84,65.53,169.97,,
2026-03-06 19:04:19,30.19,67.57,193.68,,
2026-03-06 19:09:19,30.16,67.18,184.50,,
2026-03-06 19:14:15,29.76,65.09,201.33,,
2026-03-06 19:19:21,30.22,67.62,171.01,,
2026-03-06 19:24:20,29.59,65.12,171.26,,
2026-03-06 19:29:25,29.67,65.73,180.64,,
2026-03-06 19:34:30,29.79,66.74,176.05,,
2026-03-06 19:39:29,30.13,67.06,172.78,,
2026-03-06 19:44:35,29.53,68.28,172.65,,
2026-03-06 19:49:35,30.06,66.69,169.65,,
2026-03-06 19:54:32,29.88,68.62,174.29,,
2026-03-06 19:59:36,29.80,66.95,185.15,,
2026-03-06 20:04:33,29.87,69.81,181.41,,
2026-03-06 20:09:43,30.19,71.03,184.87,,
2026-03-06 20:14:47,29.55,69.25,166.00,,
2026-03-06 20:19:50,29.82,68.57,178.61,,
2026-03-06 20:24:56,29.84,65.35,177.22,,
2026-03-06 20:30:03,30.16,69.16,176.15,,
2026-03-06 20:35:14,30.21,66.87,205.41,,
2026-03-06 20:40:20,30.03,65.02,176.26,,
2026-03-06 20:45:30,29.79,66.80,180.37,,
2026-03-06 20:50:30,29.81,69.00,188.30,,
2026-03-06 20:55:37,29.43,70.12,172.97,,
2026-03-06 21:00:47,29.75,68.35,189.22,,
2026-03-06 21:05:44,29.65,69.95,186.14,,
2026-03-06 21:10:44,29.80,69.42,174.71,,
2026-03-06 21:15:43,30.00,66.57,186.97,,
2026-03-06 21:20:47,30.31,66.11,186.57,,
2026-03-06 21:25:57,30.33,69.74,179.48,,
2026-03-06 21:30:58,29.81,71.02,180.59,,
2026-03-06 21:35:56,30.00,68.21,161.82,,
2026-03-06 21:40:52,29.82,69.35,182.11,,
2026-03-06 21:45:48,30.12,69.98,193.85,,
2026-03-06 21:50:49,29.91,69.65,181.34,,
2026-03-06 21:55:47,29.89,66.91,167.74,,
2026-03-06 22:00:43,29.68,67.90,170.08,,
2026-03-06 22:05:46,29.77,68.60,185.48,,
2026-03-06 22:10:49,30.09,69.68,189.69,,
2026-03-06 22:15:52,30.00,68.89,181.71,,
2026-03-06 22:20:49,29.46,69.51,175.04,,
2026-03-06 22:25:52,29.69,67.21,172.08,,
2026-03-06 22:31:02,29.50,67.09,183.11,,
2026-03-06 22:36:00,30.24,71.23,175.53,,
2026-03-06 22:41:06,29.76,67.96,171.93,,
2026-03-06 22:46:12,29.81,69.76,185.03,,
2026-03-06 22:51:19,29.86,70.11,183.63,,
2026-03-06 22:56:29,29.55,68.18,169.06,,
2026-03-06 23:01:31,29.80,68.77,165.88,,
2026-03-06 23:06:33,29.82,69.61,177.32,,
2026-03-06 23:11:32,29.97,67.60,160.30,,
2026-03-06 23:16:41,30.27,69.81,161.11,,
2026-03-06 23:21:42,29.67,68.91,180.81,,
2026-03-06 23:26:53,29.93,69.94,179.27,,
2026-03-06 23:31:50,29.84,68.69,174.43,,
2026-03-06 23:36:56,30.01,67.00,172.30,,
2026-03-06 23:41:57,29.76,68.91,188.37,,
2026-03-06 23:46:53,30.11,68.52,171.34,,
2026-03-06 23:51:54,29.75,70.87,176.85,,
2026-03-06 23:57:03,30.02,68.24,165.90,,
2026-03-07 00:02:02,30.24,68.22,170.49,,
2026-03-07 00:07:10,30.07,65.46,173.59,,
2026-03-07 00:12:20,29.64,70.37,180.96,,
2026-03-07 00:17:21,29.98,70.32,175.74,,
2026-03-07 00:22:21,30.09,69.29,182.35,,
2026-03-07 00:27:23,29.59,69.21,172.11,,
2026-03-07 00:32:19,29.72,69.70,188.53,,
2026-03-07 00:37:29,29.83,70.47,177.47,,
2026-03-07 00:42:33,30.08,70.64,185.27,,
2026-03-07 00:47:35,29.81,68.98,172.67,,
2026-03-07 00:52:34,29.62,69.16,178.27,,
2026-03-07 00:57:36,30.02,70.00,175.54,,
2026-03-07 01:02:42,29.81,68.85,187.90,,
2026-03-07 01:07:51,30.23,70.48,160.07,,
2026-03-07 01:12:58,29.76,70.29,170.01,,
2026-03-07 01:18:00,29.67,70.86,173.49,,
2026-03-07 01:23:03,30.02,71.83,170.65,,
2026-03-07 01:28:02,29.68,71.64,175.45,,
2026-03-07 01:33:12,29.68,69.97,186.38,,
2026-03-07 01:38:12,29.89,68.36,166.65,,
2026-03-07 01:43:21,30.15,70.83,166.95,,
2026-03-07 01:48:23,29.54,67.78,164.98,,
2026-03-07 01:53:23,30.26,70.43,183.50,,
2026-03-07 01:58:19,30.25,69.47,177.29,,
2026-03-07 02:03:17,29.89,67.88,183.74,,
2026-03-07 02:08:25,29.63,70.06,180.21,,
2026-03-07 02:13:27,30.02,69.13,176.94,,
2026-03-07 02:18:34,29.76,68.79,168.56,,
2026-03-07 02:23:39,29.78,67.65,165.57,,
2026-03-07 02:28:43,29.62,69.95,185.97,,
2026-03-07 02:33:53,29.86,68.70,169.86,,
2026-03-07 02:38:59,29.60,69.99,188.63,,
2026-03-07 02:44:06,29.55,69.04,174.65,,
2026-03-07 02:49:10,29.96,70.24,171.72,,
2026-03-07 02:54:20,29.78,70.33,156.11,,
2026-03-07 02:59:16,30.21,71.15,184.82,,
2026-03-07 03:04:14,29.61,68.93,187.88,,
2026-03-07 03:09:11,29.80,69.16,200.86,,
2026-03-07 03:14:22,30.01,68.63,191.82,,
2026-03-07 03:19:20,29.34,67.10,159.18,,
2026-03-07 03:24:29,30.09,71.41,174.52,,
2026-03-07 03:29:33,29.74,68.56,174.31,,
2026-03-07 03:34:38,29.70,69.03,175.54,,
2026-03-07 03:39:43,30.06,67.63,182.89,,
2026-03-07 03:44:52,29.75,63.99,184.00,,
2026-03-07 03:49:52,29.81,69.33,171.48,,
2026-03-07 03:54:56,29.92,70.43,180.24,,
2026-03-07 04:00:04,29.83,70.10,186.39,,
2026-03-07 04:05:06,29.93,70.05,177.80,,
2026-03-07 04:10:09,29.93,68.73,175.19,,
2026-03-07 04:15:15,29.68,69.20,190.89,,
2026-03-07 04:20:24,29.46,68.03,179.21,,
2026-03-07 04:25:23,29.83,69.51,182.01,,
2026-03-07 04:30:26,30.27,67.03,190.37,,
2026-03-07 04:35:35,29.82,67.88,176.83,,
2026-03-07 04:40:33,29.88,70.47,178.41,,
2026-03-07 04:45:30,29.63,68.57,190.51,,
2026-03-07 04:50:29,29.75,68.74,172.39,,
2026-03-07 04:55:33,29.59,69.68,186.63,,
2026-03-07 05:00:38,29.88,70.25,186.78,,
2026-03-07 05:05:48,29.72,69.13,193.33,,
2026-03-07 05:10:47,29.33,68.87,179.03,,
2026-03-07 05:15:49,30.16,66.27,188.62,,
2026-03-07 05:20:51,29.69,69.61,190.37,,
2026-03-07 05:25:57,30.05,64.23,175.45,,
2026-03-07 05:31:07,29.51,69.76,191.09,,
2026-03-07 05:36:15,29.98,72.40,202.29,,
2026-03-07 05:41:12,30.15,67.84,181.27,,
2026-03-07 05:46:23,29.82,66.43,187.66,,
2026-03-07 05:51:32,29.51,68.23,176.95,,
2026-03-07 05:56:28,29.84,66.80,181.00,,
2026-03-07 06:01:38,29.60,67.20,193.49,,
2026-03-07 06:06:42,29.60,69.22,183.83,,
2026-03-07 06:11:48,29.78,65.59,187.26,,
2026-03-07 06:16:54,29.55,69.77,181.73,,
2026-03-07 06:21:54,29.60,70.11,185.24,,
2026-03-07 06:26:56,30.00,68.09,183.05,,
2026-03-07 06:31:53,29.44,68.84,173.86,,
2026-03-07 06:36:49,29.56,70.13,166.34,,
2026-03-07 06:41:45,29.62,67.28,169.55,,
2026-03-07 06:46:42,29.99,68.44,183.19,,
2026-03-07 06:51:46,30.18,70.07,175.96,,
2026-03-07 06:56:47,29.67,69.48,185.90,,
2026-03-07 07:01:56,29.30,69.51,172.48,,
2026-03-07 07:06:59,29.49,71.72,178.96,,
2026-03-07 07:12:05,29.54,69.40,194.73,,
2026-03-07 07:17:09,29.20,68.51,165.17,,
2026-03-07 07:22:06,29.56,70.12,185.34,,
2026-03-07 07:27:16,29.50,68.84,189.42,,
2026-03-07 07:32:22,30.04,69.19,181.96,,
2026-03-07 07:37:25,29.54,68.24,192.21,,
2026-03-07 07:42:29,29.73,70.24,166.99,,
2026-03-07 07:47:36,29.56,69.52,190.33,,
2026-03-07 07:52:47,29.37,69.39,172.99,,
2026-03-07 07:57:49,29.69,70.69,186.41,,
2026-03-07 08:02:54,29.88,67.39,190.00,,
2026-03-07 08:07:59,29.46,69.11,190.58,,
2026-03-07 08:13:08,29.29,68.20,177.85,,
2026-03-07 08:18:18,29.99,68.69,163.85,,
2026-03-07 08:23:15,29.72,72.13,176.16,,
2026-03-07 08:28:24,29.59,67.92,188.43,,
2026-03-07 08:33:29,29.71,70.09,187.54,,
2026-03-07 08:38:29,29.67,70.57,188.80,,
2026-03-07 08:43:33,29.76,71.78,188.22,,
2026-03-07 08:48:37,29.63,69.49,171.83,,
2026-03-07 08:53:40,30.01,69.14,188.45,,
2026-03-07 08:58:44,29.74,68.52,178.75,,
2026-03-07 09:03:50,29.55,68.47,175.32,,
2026-03-07 09:08:58,30.01,68.03,161.68,,
2026-03-07 09:13:59,29.55,68.59,182.85,,
2026-03-07 09:18:57,29.89,69.93,157.78,,
2026-03-07 09:23:53,29.65,71.09,180.38,,
2026-03-07 09:28:54,29.97,69.65,179.94,,
2026-03-07 09:33:54,29.83,69.84,177.22,,
2026-03-07 09:38:58,30.12,68.56,166.45,,
2026-03-07 09:44:08,29.53,69.26,182.24,,
2026-03-07 09:49:14,29.55,67.51,172.97,,
2026-03-07 09:54:18,29.44,69.71,198.42,,
2026-03-07 09:59:25,29.58,67.69,165.14,,
2026-03-07 10:04:21,29.72,67.91,185.36,,
2026-03-07 10:09:23,29.49,68.61,183.84,,
2026-03-07 10:14:23,29.64,65.15,183.31,,
2026-03-07 10:19:27,29.50,67.75,176.99,,
2026-03-07 10:24:26,29.50,65.81,178.97,,
2026-03-07 10:29:31,29.58,64.42,185.16,,
2026-03-07 10:34:31,29.86,67.93,177.44,,
2026-03-07 10:39:40,29.79,65.83,189.54,,
2026-03-07 10:44:42,29.67,67.59,179.41,,
2026-03-07 10:49:44,29.37,65.75,173.37,,
2026-03-07 10:54:43,29.87,68.42,198.78,,
2026-03-07 10:59:44,30.03,65.95,190.11,,
2026-03-07 11:04:50,29.30,66.46,185.77,,
2026-03-07 11:09:52,30.30,67.01,189.32,,
2026-03-07 11:15:01,29.54,67.06,162.88,,
2026-03-07 11:20:09,29.55,66.84,184.54,,
2026-03-07 11:25:20,29.90,67.59,172.11,,
2026-03-07 11:30:20,29.60,68.47,162.69,,
2026-03-07 11:35:28,29.54,67.07,191.64,,
2026-03-07 11:40:24,29.21,66.91,170.21,,
2026-03-07 11:45:26,29.57,66.32,177.02,,
2026-03-07 11:50:26,29.42,65.43,156.22,,
2026-03-07 11:55:25,29.39,68.30,186.91,,
2026-03-07 12:00:25,29.86,68.92,184.59,,
2026-03-07 12:05:21,30.05,65.55,174.54,,
2026-03-07 12:10:24,29.91,66.18,179.06,,
2026-03-07 12:15:30,29.70,66.51,177.53,,
2026-03-07 12:20:36,30.24,67.84,176.88,,
2026-03-07 12:25:40,29.85,66.91,178.34,,
2026-03-07 12:30:47,29.66,64.76,185.83,,
2026-03-07 12:35:51,29.89,66.00,188.64,,
2026-03-07 12:41:02,29.76,67.27,184.28,,
2026-03-07 12:45:58,29.91,66.33,191.03,,
2026-03-07 12:51:09,29.77,66.92,196.81,,
2026-03-07 12:56:16,29.78,63.80,185.67,,
2026-03-07 13:01:15,29.47,65.11,184.20,,
2026-03-07 13:06:11,30.08,66.81,178.33,,
2026-03-07 13:11:19,29.70,64.29,180.28,,
2026-03-07 13:16:25,30.01,66.67,166.00,,
2026-03-07 13:21:32,29.70,65.62,179.36,,
2026-03-07 13:26:41,30.29,63.16,193.15,,
2026-03-07 13:31:44,29.68,63.54,189.73,,
2026-03-07 13:36:53,29.69,65.13,159.87,,
2026-03-07 13:41:52,29.80,65.40,179.72,,
2026-03-07 13:46:56,30.48,65.54,190.62,,
2026-03-07 13:51:59,29.59,64.93,160.22,,
2026-03-07 13:56:55,29.88,66.01,161.19,,
2026-03-07 14:01:53,30.11,65.32,169.24,,
2026-03-07 14:06:56,29.87,64.78,181.79,,
2026-03-07 14:11:57,29.67,64.71,173.68,,
2026-03-07 14:17:00,30.01,64.69,170.38,,
2026-03-07 14:22:07,29.67,63.20,164.88,,
2026-03-07 14:27:08,29.76,65.43,153.89,,
2026-03-07 14:32:11,29.79,65.42,184.60,,
2026-03-07 14:37:13,29.92,63.16,185.12,,
2026-03-07 14:42:10,29.90,64.51,173.06,,
2026-03-07 14:47:07,29.83,65.42,186.89,,
2026-03-07 14:52:10,29.71,64.77,183.53,,
2026-03-07 14:57:06,29.23,62.82,168.00,,
2026-03-07 15:02:09,29.99,60.47,175.79,,
2026-03-07 15:07:13,29.90,63.16,174.96,,
2026-03-07 15:12:16,29.60,67.31,175.19,,
2026-03-07 15:17:14,29.83,62.47,172.77,,
2026-03-07 15:22:23,30.04,66.99,186.40,,
2026-03-07 15:27:24,29.84,64.60,155.99,,
2026-03-07 15:32:24,29.98,65.25,173.84,,
2026-03-07 15:37:29,30.01,65.87,186.06,,
2026-03-07 15:42:38,29.91,64.52,157.01,,
2026-03-07 15:47:44,29.94,64.21,178.13,,
2026-03-07 15:52:42,30.12,65.19,163.92,,
2026-03-07 15:57:41,30.13,64.62,179.08,,
2026-03-07 16:02:41,29.50,63.74,160.85,,
2026-03-07 16:07:44,29.94,68.45,179.24,,
2026-03-07 16:12:44,29.94,65.49,168.92,,
2026-03-07 16:17:54,29.88,63.77,173.20,,
2026-03-07 16:23:01,29.96,66.22,166.49,,
2026-03-07 16:28:10,29.85,62.06,170.63,,
2026-03-07 16:33:15,29.68,61.28,167.56,,
2026-03-07 16:38:25,30.04,68.65,168.55,,
2026-03-07 16:43:21,29.81,63.76,161.38,,
2026-03-07 16:48:24,29.80,64.42,170.35,,
2026-03-07 16:53:23,29.85,65.35,190.92,,
2026-03-07 16:58:24,29.91,66.75,172.40,,
2026-03-07 17:03:21,29.67,65.25,184.03,,
2026-03-07 17:08:32,29.70,67.15,168.38,,
2026-03-07 17:13:40,29.97,64.20,184.80,,
2026-03-07 17:18:38,29.71,66.09,170.39,,
2026-03-07 17:23:37,30.02,65.04,169.77,,
2026-03-07 17:28:39,29.85,68.39,179.99,,
2026-03-07 17:33:41,29.44,63.03,168.61,,
2026-03-07 17:38:44,30.03,67.39,177.52,,
2026-03-07 17:43:42,29.69,68.27,160.24,,
2026-03-07 17:48:45,29.86,65.09,179.69,,
2026-03-07 17:53:50,29.87,66.90,179.50,,
2026-03-07 17:58:50,29.94,64.52,168.18,,
2026-03-07 18:03:57,30.05,65.81,190.30,,
2026-03-07 18:08:59,30.22,69.77,192.43,,
2026-03-07 18:14:05,29.84,68.17,175.17,,
2026-03-07 18:19:05,29.97,65.90,181.11,,
2026-03-07 18:24:06,29.89,70.30,179.33,,
2026-03-07 18:29:15,29.84,70.65,176.05,,
2026-03-07 18:34:20,30.23,69.05,170.62,,
2026-03-07 18:39:18,30.06,68.36,180.37,,
2026-03-07 18:44:15,30.02,66.62,179.20,,
2026-03-07 18:49:13,29.73,65.38,180.30,,
2026-03-07 18:54:19,29.91,69.13,182.72,,
2026-03-07 18:59:16,29.66,66.44,184.66,,
2026-03-07 19:04:24,29.68,67.13,163.51,,
2026-03-07 19:09:33,30.22,66.31,175.15,,
2026-03-07 19:14:36,29.71,66.43,175.17,,
2026-03-07 19:19:42,29.81,69.83,172.24,,
2026-03-07 19:24:43,29.82,68.46,184.46,,
2026-03-07 19:29:52,29.98,66.79,164.68,,
2026-03-07 19:34:56,29.46,68.95,183.31,,
2026-03-07 19:39:57,30.19,68.48,184.37,,
2026-03-07 19:45:06,29.95,67.22,181.20,,
2026-03-07 19:50:13,29.79,66.49,176.61,,
2026-03-07 19:55:12,29.82,68.21,174.39,,
2026-03-07 20:00:10,29.46,69.08,179.47,,
2026-03-07 20:05:08,29.70,69.00,173.58,,
2026-03-07 20:10:07,29.89,66.55,171.00,,
2026-03-07 20:15:08,29.61,69.10,193.17,,
2026-03-07 20:20:06,29.97,67.94,172.67,,
2026-03-07 20:25:03,30.03,68.74,192.51,,
2026-03-07 20:29:59,29.78,69.31,177.06,,
2026-03-07 20:35:03,29.78,67.90,183.08,,
2026-03-07 20:40:01,29.98,71.23,197.98,,
2026-03-07 20:45:12,29.99,66.45,179.67,,
2026-03-07 20:50:15,29.41,67.98,173.19,,
2026-03-07 20:55:20,29.98,66.38,187.58,,
2026-03-07 21:00:31,29.80,70.89,161.85,,
2026-03-07 21:05:37,30.02,70.10,195.00,,
2026-03-07 21:10:38,29.63,69.58,175.42,,
2026-03-07 21:15:45,29.62,69.17,179.37,,
2026-03-07 21:20:42,29.83,70.73,171.75,,
2026-03-07 21:25:50,30.12,68.51,170.51,,
2026-03-07 21:30:46,30.33,69.15,178.50,,
2026-03-07 21:35:42,29.74,70.59,174.06,,
2026-03-07 21:40:46,29.94,70.87,175.97,,
2026-03-07 21:45:50,30.08,68.17,200.76,,
2026-03-07 21:50:47,30.01,70.92,176.62,,
2026-03-07 21:55:53,29.74,68.31,185.32,,
2026-03-07 22:00:49,30.00,68.07,185.12,,
2026-03-07 22:05:49,30.21,70.91,178.02,,
2026-03-07 22:10:46,29.76,70.35,188.95,,
2026-03-07 22:15:52,30.02,69.54,186.30,,
2026-03-07 22:20:53,29.85,68.49,174.77,,
2026-03-07 22:26:03,30.15,69.35,170.18,,
2026-03-07 22:31:02,29.61,68.61,199.11,,
2026-03-07 22:36:12,29.49,67.04,170.63,,
2026-03-07 22:41:16,29.69,70.36,167.48,,
2026-03-07 22:46:23,29.98,69.87,178.87,,
2026-03-07 22:51:33,29.65,69.29,174.34,,
2026-03-07 22:56:39,29.70,70.27,193.21,,
2026-03-07 23:01:45,29.79,71.46,185.37,,
2026-03-07 23:06:50,29.94,70.08,164.68,,
2026-03-07 23:11:48,30.03,70.60,190.75,,
2026-03-07 23:16:55,30.02,66.71,199.97,,
2026-03-07 23:21:55,30.42,68.86,184.75,,
2026-03-07 23:27:02,30.06,67.39,172.16,,
2026-03-07 23:32:02,30.17,68.53,175.91,,
2026-03-07 23:36:59,29.84,69.63,179.91,,
2026-03-07 23:42:00,29.85,67.25,183.87,,
2026-03-07 23:47:10,30.06,67.33,191.31,,
2026-03-07 23:52:10,29.64,68.86,189.34,,
2026-03-07 23:57:20,29.73,66.78,175.55,,
2026-03-08 00:02:18,29.79,70.83,172.02,,
2026-03-08 00:07:28,29.78,67.02,177.84,,
2026-03-08 00:12:36,29.77,67.87,160.97,,
2026-03-08 00:17:39,29.83,68.50,185.05,,
2026-03-08 00:22:49,30.09,70.20,170.29,,
2026-03-08 00:27:58,29.64,69.26,170.43,,
2026-03-08 00:32:56,29.60,68.29,172.26,,
2026-03-08 00:37:54,29.77,70.48,170.51,,
2026-03-08 00:42:50,29.83,67.86,170.12,,
2026-03-08 00:48:01,29.77,70.97,180.06,,
2026-03-08 00:53:02,29.86,71.07,181.31,,
2026-03-08 00:58:07,29.67,70.16,170.18,,
2026-03-08 01:03:07,29.80,70.20,173.37,,
2026-03-08 01:08:06,29.82,69.90,192.67,,
2026-03-08 01:13:10,29.71,68.12,184.38,,
2026-03-08 01:18:13,29.76,68.99,176.37,,
2026-03-08 01:23:19,30.10,69.31,173.68,,
2026-03-08 01:28:23,29.75,70.93,182.24,,
2026-03-08 01:33:30,29.84,68.75,185.33,,
2026-03-08 01:38:41,30.08,71.47,199.59,,
2026-03-08 01:43:38,29.92,68.38,154.47,,
2026-03-08 01:48:48,29.71,68.66,167.50,,
2026-03-08 01:53:58,29.66,71.07,180.43,,
2026-03-08 01:59:09,29.96,71.02,176.89,,
2026-03-08 02:04:12,30.05,70.97,182.85,,
2026-03-08 02:09:15,30.10,66.51,180.58,,
2026-03-08 02:14:17,29.77,69.37,185.22,,
2026-03-08 02:19:19,29.78,69.68,177.78,,
2026-03-08 02:24:29,29.95,68.20,181.04,,
2026-03-08 02:29:36,29.92,68.82,192.56,,
2026-03-08 02:34:43,29.53,71.18,172.94,,
2026-03-08 02:39:54,29.45,69.48,165.21,,
2026-03-08 02:44:59,29.46,70.21,171.65,,
2026-03-08 02:50:07,29.88,70.04,184.81,,
2026-03-08 02:55:17,29.95,68.09,186.80,,
2026-03-08 03:00:26,29.66,67.60,161.86,,
2026-03-08 03:05:33,30.17,68.30,174.72,,
2026-03-08 03:10:36,30.00,69.11,184.35,,
2026-03-08 03:15:36,30.02,68.55,193.20,,
2026-03-08 03:20:42,29.86,67.09,193.12,,
2026-03-08 03:25:52,29.75,72.06,183.71,,
2026-03-08 03:30:58,29.98,68.29,180.62,,
2026-03-08 03:36:09,29.42,72.75,194.47,,
2026-03-08 03:41:15,29.87,68.46,198.78,,
2026-03-08 03:46:14,29.81,70.27,179.29,,
2026-03-08 03:51:13,29.69,70.84,187.52,,
2026-03-08 03:56:13,30.11,68.90,182.94,,
2026-03-08 04:01:24,29.62,64.76,175.37,,
2026-03-08 04:06:24,29.60,68.99,178.51,,
2026-03-08 04:11:29,29.84,67.56,193.45,,
2026-03-08 04:16:26,30.04,68.80,187.40,,
2026-03-08 04:21:32,29.75,68.93,183.58,,
2026-03-08 04:26:35,30.20,68.99,178.22,,
2026-03-08 04:31:33,29.88,69.04,187.44,,
2026-03-08 04:36:40,29.98,70.21,182.78,,
2026-03-08 04:41:46,29.34,68.84,201.83,,
